instance_id,message_family_id,variant,romanized_message,source_register,domain,intent,speaker_role,recipient_role,authority_relation,relative_age,familiarity,setting,changed_cue_from_A,comparison_ids,primary_register,secondary_register,acceptable_registers,answerability,gold_confidence,reason_codes,english_token_ratio,code_mix_level,spelling_noise_level,authoring_source,human_revision_status,split,dataset_version
F080-B,F080,B,Atmiyer number ta ekbar pathano jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F080-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING|KINSHIP,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F080-C,F080,C,Atmiyer number ta ekbar pathano jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F080-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F081-A,F081,A,Shokaler nasta ta age toiri kora jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,LOWER,YOUNGER,HIGH,INFORMAL,NONE,F081-B|F081-C,TUI,TUMI,TUI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F081-B,F081,B,Shokaler nasta ta age toiri kora jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,YOUNGER,HIGH,INFORMAL,AUTHORITY,F081-A,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F081-C,F081,C,Shokaler nasta ta age toiri kora jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,LOWER,YOUNGER,LOW,INFORMAL,FAMILIARITY,F081-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F082-A,F082,A,Jama kapor gulo ferar pothe ana jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F082-B|F082-C,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F082-B,F082,B,Jama kapor gulo ferar pothe ana jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F082-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F082-C,F082,C,Jama kapor gulo ferar pothe ana jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,INFORMAL,SETTING,F082-A,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F083-A,F083,A,Gachhgulo te ajke pani deya hoyeche?,UNCLEAR,FAMILY,CONFIRMATION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,YOUNGER,HIGH,INFORMAL,NONE,F083-B|F083-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F083-B,F083,B,Gachhgulo te ajke pani deya hoyeche?,UNCLEAR,FAMILY,CONFIRMATION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F083-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F083-C,F083,C,Gachhgulo te ajke pani deya hoyeche?,UNCLEAR,FAMILY,CONFIRMATION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,YOUNGER,LOW,INFORMAL,FAMILIARITY,F083-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F084-A,F084,A,Chhutir vromon ta niye kotha bola jabe?,UNCLEAR,FAMILY,SUGGESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F084-B|F084-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F084-B,F084,B,Chhutir vromon ta niye kotha bola jabe?,UNCLEAR,FAMILY,SUGGESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,OLDER,HIGH,INFORMAL,AGE,F084-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F084-C,F084,C,Chhutir vromon ta niye kotha bola jabe?,UNCLEAR,FAMILY,SUGGESTION,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,SEMI_FORMAL,SETTING,F084-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F085-A,F085,A,Bachchar barir kaj ta ekbar dekha jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F085-B|F085-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F085-B,F085,B,Bachchar barir kaj ta ekbar dekha jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F085-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F085-C,F085,C,Bachchar barir kaj ta ekbar dekha jabe?,UNCLEAR,FAMILY,REQUEST,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,HIGH,SEMI_FORMAL,SETTING,F085-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F086-A,F086,A,Hospital er report ta niye jawa dorkar.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F086-B|F086-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING|KINSHIP,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F086-B,F086,B,Hospital er report ta niye jawa dorkar.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F086-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING|KINSHIP,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F086-C,F086,C,Hospital er report ta niye jawa dorkar.,UNCLEAR,FAMILY,REMINDER,FAMILY_MEMBER,FAMILY_MEMBER,HIGHER,SIMILAR,HIGH,SEMI_FORMAL,FAMILIARITY,F086-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING|KINSHIP,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F087-A,F087,A,Bikale cha khete dekha kora jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,OLDER,MEDIUM,SEMI_FORMAL,NONE,F087-B|F087-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F087-B,F087,B,Bikale cha khete dekha kora jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AGE,F087-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F087-C,F087,C,Bikale cha khete dekha kora jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,OLDER,MEDIUM,INFORMAL,SETTING,F087-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F088-A,F088,A,Notun cinema ta shonibar dekha jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F088-B|F088-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F088-B,F088,B,Notun cinema ta shonibar dekha jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F088-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F088-C,F088,C,Notun cinema ta shonibar dekha jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,OLDER,HIGH,INFORMAL,AGE,F088-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F089-A,F089,A,Boi ta kichhu diner jonno neya jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,LOWER,YOUNGER,HIGH,INFORMAL,NONE,F089-B|F089-C,TUI,TUMI,TUI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F089-B,F089,B,Boi ta kichhu diner jonno neya jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,EQUAL,YOUNGER,HIGH,INFORMAL,AUTHORITY,F089-A,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F089-C,F089,C,Boi ta kichhu diner jonno neya jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,LOWER,YOUNGER,LOW,INFORMAL,FAMILIARITY,F089-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F090-A,F090,A,Class er lekha ta ekbar pathano jabe?,UNCLEAR,FRIENDSHIP,REQUEST,UNIVERSITY_PEER,UNIVERSITY_PEER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F090-B|F090-C,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F090-B,F090,B,Class er lekha ta ekbar pathano jabe?,UNCLEAR,FRIENDSHIP,REQUEST,UNIVERSITY_PEER,UNIVERSITY_PEER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F090-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F090-C,F090,C,Class er lekha ta ekbar pathano jabe?,UNCLEAR,FRIENDSHIP,REQUEST,UNIVERSITY_PEER,UNIVERSITY_PEER,EQUAL,SIMILAR,MEDIUM,FORMAL,SETTING,F090-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F091-A,F091,A,Jonmodiner porikolpona ta ajke kora jabe?,UNCLEAR,FRIENDSHIP,SUGGESTION,FRIEND,FRIEND,EQUAL,YOUNGER,HIGH,INFORMAL,NONE,F091-B|F091-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F091-B,F091,B,Jonmodiner porikolpona ta ajke kora jabe?,UNCLEAR,FRIENDSHIP,SUGGESTION,FRIEND,FRIEND,EQUAL,OLDER,HIGH,INFORMAL,AGE,F091-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F091-C,F091,C,Jonmodiner porikolpona ta ajke kora jabe?,UNCLEAR,FRIENDSHIP,SUGGESTION,FRIEND,FRIEND,EQUAL,YOUNGER,LOW,INFORMAL,FAMILIARITY,F091-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F092-A,F092,A,Chhutir dine kothao ghurte jawa jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F092-B|F092-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F092-B,F092,B,Chhutir dine kothao ghurte jawa jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,OLDER,HIGH,INFORMAL,AGE,F092-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F092-C,F092,C,Chhutir dine kothao ghurte jawa jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F092-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F093-A,F093,A,Khelar shomoy ta ekbar confirm kora jabe?,UNCLEAR,FRIENDSHIP,CONFIRMATION,FRIEND,FRIEND,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F093-B|F093-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F093-B,F093,B,Khelar shomoy ta ekbar confirm kora jabe?,UNCLEAR,FRIENDSHIP,CONFIRMATION,FRIEND,FRIEND,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F093-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F093-C,F093,C,Khelar shomoy ta ekbar confirm kora jabe?,UNCLEAR,FRIENDSHIP,CONFIRMATION,FRIEND,FRIEND,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F093-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F094-A,F094,A,Chhobi gulo ekshathe pathano jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F094-B|F094-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F094-B,F094,B,Chhobi gulo ekshathe pathano jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F094-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F094-C,F094,C,Chhobi gulo ekshathe pathano jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,HIGHER,SIMILAR,HIGH,SEMI_FORMAL,FAMILIARITY,F094-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F095-A,F095,A,Dekha korar location ta share kora jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,EQUAL,OLDER,MEDIUM,SEMI_FORMAL,NONE,F095-B|F095-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F095-B,F095,B,Dekha korar location ta share kora jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AGE,F095-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F095-C,F095,C,Dekha korar location ta share kora jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,EQUAL,OLDER,MEDIUM,INFORMAL,SETTING,F095-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F096-A,F096,A,Rate ekbar phone e kotha bola jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F096-B|F096-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F096-B,F096,B,Rate ekbar phone e kotha bola jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F096-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F096-C,F096,C,Rate ekbar phone e kotha bola jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,OLDER,HIGH,INFORMAL,AGE,F096-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F097-A,F097,A,Ekta kaj e ektu shahajjo kora jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,LOWER,YOUNGER,HIGH,INFORMAL,NONE,F097-B|F097-C,TUI,TUMI,TUI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F097-B,F097,B,Ekta kaj e ektu shahajjo kora jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,EQUAL,YOUNGER,HIGH,INFORMAL,AUTHORITY,F097-A,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F097-C,F097,C,Ekta kaj e ektu shahajjo kora jabe?,UNCLEAR,FRIENDSHIP,REQUEST,FRIEND,FRIEND,LOWER,YOUNGER,LOW,INFORMAL,FAMILIARITY,F097-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F098-A,F098,A,Shobai mile kal ber howa jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F098-B|F098-C,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F098-B,F098,B,Shobai mile kal ber howa jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F098-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F098-C,F098,C,Shobai mile kal ber howa jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,SIMILAR,MEDIUM,FORMAL,SETTING,F098-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F099-A,F099,A,Game ta rate ekshathe khela jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,YOUNGER,HIGH,INFORMAL,NONE,F099-B|F099-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F099-B,F099,B,Game ta rate ekshathe khela jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,OLDER,HIGH,INFORMAL,AGE,F099-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F099-C,F099,C,Game ta rate ekshathe khela jabe?,UNCLEAR,FRIENDSHIP,INVITATION,FRIEND,FRIEND,EQUAL,YOUNGER,LOW,INFORMAL,FAMILIARITY,F099-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F100-A,F100,A,Concert er ticket ta pawa geche ki?,UNCLEAR,FRIENDSHIP,QUESTION,FRIEND,FRIEND,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F100-B|F100-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F100-B,F100,B,Concert er ticket ta pawa geche ki?,UNCLEAR,FRIENDSHIP,QUESTION,FRIEND,FRIEND,EQUAL,OLDER,HIGH,INFORMAL,AGE,F100-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
F100-C,F100,C,Concert er ticket ta pawa geche ki?,UNCLEAR,FRIENDSHIP,QUESTION,FRIEND,FRIEND,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F100-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,TEST,SOCIALCUE-BN-GOLD-V1.0
